step,coverage,avg_rmse
941,0.230625,4.765451723545376
942,0.230625,4.765451723545376
943,0.230625,4.765451723545376
944,0.23125,4.765451723545376
945,0.231875,4.765451723545376
946,0.231875,4.765451723545376
947,0.231875,4.765451723545376
948,0.231875,4.765451723545376
949,0.231875,4.765451723545376
950,0.2325,4.765451723545376
951,0.2325,4.765451723545376
952,0.2325,4.765451723545376
953,0.2325,4.765451723545376
954,0.2325,4.765451723545376
955,0.2325,4.765451723545376
956,0.23375,4.765451723545376
957,0.23375,4.765451723545376
958,0.234375,4.764088284301342
959,0.234375,4.764088284301342
960,0.234375,4.764088284301342
961,0.234375,4.764088284301342
962,0.234375,4.764088284301342
963,0.235,4.764088284301342
964,0.235,4.764088284301342
965,0.235625,4.764088284301342
966,0.235625,4.764088284301342
967,0.235625,4.764088284301342
968,0.235625,4.766008292748986
969,0.235625,4.766008292748986
970,0.235625,4.766008292748986
971,0.23625,4.766008292748986
972,0.23625,4.766008292748986
973,0.23625,4.766008292748986
974,0.23625,4.766008292748986
975,0.23625,4.766008292748986
976,0.23625,4.766008292748986
977,0.236875,4.766008292748986
978,0.2375,4.766008292748986
979,0.2375,4.766008292748986
980,0.2375,4.766008292748986
981,0.2375,4.769819873730009
982,0.2375,4.769819873730009
983,0.2375,4.769819873730009
984,0.2375,4.635122709562307
985,0.2375,4.635122709562307
986,0.2375,4.569810377979642
987,0.2375,4.569810377979642
988,0.238125,4.569810377979642
989,0.238125,4.569810377979642
990,0.238125,4.569810377979642
991,0.23875,4.569810377979642
992,0.23875,4.569810377979642
993,0.239375,4.569810377979642
994,0.239375,4.569810377979642
995,0.240625,4.569810377979642
996,0.240625,4.569810377979642
997,0.24125,4.569810377979642
998,0.24125,4.569810377979642
999,0.241875,4.569810377979642
1000,0.241875,4.569810377979642
1001,0.241875,4.569810377979642
1002,0.2425,4.569810377979642
1003,0.243125,4.569810377979642
1004,0.243125,4.569810377979642
1005,0.24375,4.569810377979642
1006,0.244375,4.569810377979642
1007,0.244375,4.569810377979642
1008,0.244375,4.569810377979642
1009,0.245,4.569810377979642
1010,0.245,4.569810377979642
1011,0.245,4.569810377979642
1012,0.245,4.569810377979642
1013,0.245,4.569810377979642
1014,0.245625,4.569810377979642
1015,0.245625,4.569810377979642
1016,0.245625,4.569810377979642
1017,0.245625,4.569810377979642
1018,0.245625,4.569810377979642
1019,0.245625,4.569810377979642
1020,0.246875,4.569810377979642
1021,0.246875,4.569810377979642
1022,0.246875,4.569810377979642
1023,0.246875,4.569810377979642
1024,0.246875,4.569810377979642
1025,0.2475,4.569810377979642
1026,0.2475,4.569810377979642
1027,0.2475,4.569810377979642
1028,0.248125,4.569810377979642
1029,0.248125,4.569810377979642
1030,0.248125,4.569810377979642
1031,0.24875,4.569810377979642
1032,0.249375,4.569810377979642
1033,0.25,4.569810377979642
1034,0.25,4.569810377979642
1035,0.25,4.569810377979642
1036,0.250625,4.569810377979642
1037,0.250625,4.569810377979642
1038,0.250625,4.569810377979642
1039,0.251875,4.569810377979642
1040,0.2525,4.569810377979642
1041,0.2525,4.569810377979642
1042,0.2525,4.569810377979642
1043,0.2525,4.569810377979642
1044,0.253125,4.569810377979642
1045,0.25375,4.569810377979642
1046,0.25375,4.569810377979642
1047,0.254375,4.569810377979642
1048,0.254375,4.569810377979642
1049,0.255,4.569810377979642
1050,0.255625,4.569810377979642
1051,0.25625,4.569810377979642
1052,0.25625,4.569810377979642
1053,0.256875,4.569810377979642
1054,0.256875,4.569810377979642
1055,0.2575,4.569810377979642
1056,0.2575,4.569810377979642
1057,0.258125,4.569810377979642
1058,0.25875,4.569810377979642
1059,0.259375,4.569810377979642
1060,0.259375,4.569810377979642
1061,0.26,4.569810377979642
1062,0.26,4.569810377979642
1063,0.26,4.569810377979642
1064,0.26,4.569810377979642
1065,0.26,4.569810377979642
1066,0.260625,4.569810377979642
1067,0.260625,4.569810377979642
1068,0.260625,4.569810377979642
1069,0.260625,4.569810377979642
1070,0.260625,4.569810377979642
1071,0.260625,4.569810377979642
1072,0.260625,4.569810377979642
1073,0.260625,4.569810377979642
1074,0.260625,4.569810377979642
1075,0.260625,4.569810377979642
1076,0.260625,4.569810377979642
1077,0.260625,4.569810377979642
1078,0.26125,4.569810377979642
1079,0.26125,4.569810377979642
1080,0.261875,4.569810377979642
1081,0.261875,4.569810377979642
1082,0.2625,4.569810377979642
1083,0.2625,4.569810377979642
1084,0.263125,4.569810377979642
1085,0.263125,4.569810377979642
1086,0.263125,4.569810377979642
1087,0.263125,4.569810377979642
1088,0.263125,4.569810377979642
1089,0.26375,4.569810377979642
1090,0.26375,4.569810377979642
1091,0.26375,4.569810377979642
1092,0.26375,4.569810377979642
1093,0.26375,4.569810377979642
1094,0.26375,4.569810377979642
1095,0.264375,4.569810377979642
1096,0.264375,4.569810377979642
1097,0.264375,4.569810377979642
1098,0.264375,4.569810377979642
1099,0.264375,4.569810377979642
1100,0.264375,4.569810377979642
1101,0.264375,4.569810377979642
1102,0.264375,4.569810377979642
1103,0.264375,4.569810377979642
1104,0.264375,4.569810377979642
1105,0.264375,4.569810377979642
1106,0.264375,4.569810377979642
1107,0.264375,4.569810377979642
1108,0.264375,4.569810377979642
1109,0.265,4.569810377979642
1110,0.265,4.569810377979642
1111,0.265,4.569810377979642
1112,0.265,4.569810377979642
1113,0.265,4.569810377979642
1114,0.265625,4.569810377979642
1115,0.266875,4.569810377979642
1116,0.266875,4.569810377979642
1117,0.266875,4.569810377979642
1118,0.266875,4.569810377979642
1119,0.266875,4.569810377979642
1120,0.266875,4.569810377979642
1121,0.2675,4.569810377979642
1122,0.2675,4.569810377979642
1123,0.268125,4.569810377979642
1124,0.268125,4.569810377979642
1125,0.26875,4.569810377979642
1126,0.269375,4.569810377979642
1127,0.269375,4.5706022823525325
1128,0.269375,4.5706022823525325
1129,0.27,4.5706022823525325
1130,0.27,4.5706022823525325
1131,0.27,4.5706022823525325
1132,0.27125,4.5706022823525325
1133,0.271875,4.5706022823525325
1134,0.271875,4.5706022823525325
1135,0.271875,4.5706022823525325
1136,0.2725,4.5706022823525325
1137,0.273125,4.5706022823525325
1138,0.273125,4.5706022823525325
1139,0.27375,4.5706022823525325
1140,0.275,4.5706022823525325
1141,0.275,4.5706022823525325
1142,0.275,4.5706022823525325
1143,0.275625,4.5706022823525325
1144,0.275625,4.5706022823525325
1145,0.275625,4.5706022823525325
1146,0.27625,4.5706022823525325
1147,0.276875,4.5706022823525325
1148,0.2775,4.5706022823525325
1149,0.278125,4.5706022823525325
1150,0.278125,4.5706022823525325
1151,0.278125,4.5706022823525325
1152,0.279375,4.5706022823525325
1153,0.279375,4.5706022823525325
1154,0.28,4.5706022823525325
1155,0.28,4.5706022823525325
1156,0.28,4.5706022823525325
1157,0.280625,4.5706022823525325
1158,0.281875,4.5706022823525325
1159,0.281875,4.5706022823525325
1160,0.2825,4.5706022823525325
1161,0.2825,4.5706022823525325
1162,0.2825,4.5706022823525325
1163,0.283125,4.5706022823525325
1164,0.28375,4.5706022823525325
1165,0.28375,4.5706022823525325
1166,0.285,4.5706022823525325
1167,0.285,4.5706022823525325
1168,0.285,4.5706022823525325
1169,0.285,4.5706022823525325
1170,0.285,4.5706022823525325
1171,0.285,4.5706022823525325
1172,0.285625,4.5706022823525325
1173,0.285625,4.5706022823525325
1174,0.28625,4.5706022823525325
1175,0.28625,4.5706022823525325
1176,0.286875,4.5706022823525325
1177,0.286875,4.5706022823525325
1178,0.2875,4.5706022823525325
1179,0.2875,4.5706022823525325
1180,0.2875,4.5706022823525325
1181,0.2875,4.5706022823525325
1182,0.2875,4.5706022823525325
1183,0.2875,4.5706022823525325
1184,0.2875,4.5706022823525325
1185,0.2875,4.5706022823525325
1186,0.2875,4.5706022823525325
1187,0.2875,4.5706022823525325
1188,0.2875,4.5706022823525325
1189,0.2875,4.5706022823525325
1190,0.2875,4.5706022823525325
1191,0.2875,4.5706022823525325
1192,0.288125,4.5706022823525325
1193,0.288125,4.5706022823525325
1194,0.28875,4.5706022823525325
1195,0.289375,4.5706022823525325
1196,0.289375,4.5706022823525325
1197,0.29,4.5706022823525325
1198,0.290625,4.5706022823525325
1199,0.290625,4.5706022823525325
1200,0.290625,4.5706022823525325
1201,0.290625,4.5711376948936815
1202,0.29125,4.5711376948936815
1203,0.29125,4.5711376948936815
1204,0.291875,4.5711376948936815
1205,0.291875,4.5711376948936815
1206,0.291875,4.5711376948936815
1207,0.291875,4.5711376948936815
1208,0.291875,4.5711376948936815
1209,0.2925,4.5711376948936815
1210,0.2925,4.5711376948936815
1211,0.2925,4.5711376948936815
1212,0.2925,4.5711376948936815
1213,0.2925,4.5711376948936815
1214,0.293125,4.5711376948936815
1215,0.293125,4.5711376948936815
1216,0.293125,4.5711376948936815
1217,0.293125,4.5711376948936815
1218,0.29375,4.5711376948936815
1219,0.29375,4.5711376948936815
1220,0.29375,4.546496304913636
1221,0.295,4.546496304913636
1222,0.295,4.546496304913636
1223,0.295,4.546496304913636
1224,0.295,4.546496304913636
1225,0.295,4.546496304913636
1226,0.29625,4.546496304913636
1227,0.29625,4.546496304913636
1228,0.296875,4.546496304913636
1229,0.2975,4.546496304913636
1230,0.2975,4.546496304913636
1231,0.298125,4.546496304913636
1232,0.298125,4.546496304913636
1233,0.29875,4.546496304913636
1234,0.29875,4.546496304913636
1235,0.29875,4.546496304913636
1236,0.299375,4.546496304913636
1237,0.299375,4.546496304913636
1238,0.299375,4.546496304913636
1239,0.299375,4.546496304913636
1240,0.299375,4.546496304913636
1241,0.3,4.546496304913636
1242,0.3,4.546496304913636
1243,0.3,4.546496304913636
1244,0.3,4.546496304913636
1245,0.30125,4.546496304913636
1246,0.30125,4.546496304913636
1247,0.30125,4.460329799788309
1248,0.30125,4.460329799788309
1249,0.301875,4.460329799788309
1250,0.301875,4.460329799788309
1251,0.3025,4.460329799788309
1252,0.3025,4.460329799788309
1253,0.3025,4.460329799788309
1254,0.3025,4.460329799788309
1255,0.303125,4.460329799788309
1256,0.303125,4.460329799788309
1257,0.303125,4.460329799788309
1258,0.303125,4.460329799788309
1259,0.303125,4.460329799788309
1260,0.303125,4.460329799788309
1261,0.303125,4.460329799788309
1262,0.303125,4.460329799788309
1263,0.30375,4.460329799788309
1264,0.304375,4.460329799788309
1265,0.305,4.460329799788309
1266,0.305,4.450514216333331
1267,0.305,4.450514216333331
1268,0.305,4.450514216333331
1269,0.305625,4.450514216333331
1270,0.30625,4.450514216333331
1271,0.30625,4.450514216333331
1272,0.306875,4.450514216333331
1273,0.306875,4.450514216333331
1274,0.306875,4.450514216333331
1275,0.3075,4.450514216333331
1276,0.308125,4.450514216333331
1277,0.30875,4.450514216333331
1278,0.30875,4.450514216333331
1279,0.309375,4.450514216333331
1280,0.309375,4.450514216333331
1281,0.309375,4.450514216333331
1282,0.309375,4.450514216333331
1283,0.309375,4.450514216333331
1284,0.309375,4.450514216333331
1285,0.31,4.450514216333331
1286,0.310625,4.450514216333331
1287,0.310625,4.450514216333331
1288,0.310625,4.450514216333331
1289,0.310625,4.450514216333331
1290,0.310625,4.450514216333331
1291,0.310625,4.450514216333331
1292,0.31125,4.450514216333331
1293,0.31125,4.450514216333331
1294,0.31125,4.450514216333331
1295,0.31125,4.450514216333331
1296,0.31125,4.450514216333331
1297,0.311875,4.450514216333331
1298,0.311875,4.450514216333331
1299,0.311875,4.450514216333331
1300,0.3125,4.450514216333331
1301,0.3125,4.450514216333331
1302,0.313125,4.450514216333331
1303,0.313125,4.450514216333331
1304,0.313125,4.450514216333331
1305,0.313125,4.450514216333331
1306,0.313125,4.450514216333331
1307,0.31375,4.450514216333331
1308,0.31375,4.450514216333331
1309,0.31375,4.450514216333331
1310,0.31375,4.469601199157339
1311,0.31375,4.469601199157339
1312,0.31375,4.469601199157339
1313,0.314375,4.469601199157339
1314,0.314375,4.469601199157339
1315,0.314375,4.469601199157339
1316,0.314375,4.469601199157339
1317,0.314375,4.469601199157339
1318,0.315,4.469601199157339
1319,0.315,4.469601199157339
1320,0.315625,4.469601199157339
1321,0.315625,4.469601199157339
1322,0.315625,4.469601199157339
1323,0.31625,4.469601199157339
1324,0.31625,4.469601199157339
1325,0.31625,4.469601199157339
1326,0.31625,4.469601199157339
1327,0.31625,4.469601199157339
1328,0.3175,4.469601199157339
1329,0.3175,4.469601199157339
1330,0.3175,4.469601199157339
1331,0.3175,4.469601199157339
1332,0.3175,4.469601199157339
1333,0.318125,4.469601199157339
1334,0.318125,4.469601199157339
1335,0.31875,4.469601199157339
1336,0.31875,4.469601199157339
1337,0.31875,4.469601199157339
1338,0.31875,4.469601199157339
1339,0.31875,4.477216758557206
1340,0.31875,4.477216758557206
1341,0.31875,4.477216758557206
1342,0.319375,4.477216758557206
1343,0.319375,4.477216758557206
1344,0.32,4.477216758557206
1345,0.32,4.477216758557206
1346,0.32,4.477216758557206
1347,0.32,4.477216758557206
1348,0.32,4.477216758557206
1349,0.32125,4.477216758557206
1350,0.32125,4.477216758557206
1351,0.32125,4.477216758557206
1352,0.32125,4.477216758557206
1353,0.321875,4.477216758557206
1354,0.3225,4.477216758557206
1355,0.3225,4.477216758557206
1356,0.323125,4.477216758557206
1357,0.32375,4.477216758557206
1358,0.324375,4.477216758557206
1359,0.325,4.477216758557206
1360,0.325,4.477216758557206
1361,0.325,4.477216758557206
1362,0.325625,4.477216758557206
1363,0.32625,4.477216758557206
1364,0.3275,4.477216758557206
1365,0.3275,4.477216758557206
1366,0.3275,4.477216758557206
1367,0.3275,4.477216758557206
1368,0.3275,4.477216758557206
1369,0.3275,4.477216758557206
1370,0.3275,4.477216758557206
1371,0.3275,4.477216758557206
1372,0.3275,4.477216758557206
1373,0.3275,4.477216758557206
1374,0.3275,4.477216758557206
1375,0.3275,4.477216758557206
1376,0.3275,4.477216758557206
1377,0.3275,4.477216758557206
1378,0.328125,4.477216758557206
1379,0.328125,4.477216758557206
1380,0.328125,4.477216758557206
1381,0.328125,4.477216758557206
1382,0.328125,4.477216758557206
1383,0.32875,4.477216758557206
1384,0.32875,4.477216758557206
1385,0.32875,4.477216758557206
1386,0.32875,4.477216758557206
1387,0.329375,4.477216758557206
1388,0.329375,4.477216758557206
1389,0.329375,4.477216758557206
1390,0.329375,4.477216758557206
1391,0.33,4.477216758557206
1392,0.33,4.477216758557206
1393,0.330625,4.477216758557206
1394,0.330625,4.477216758557206
1395,0.330625,4.477216758557206
1396,0.33125,4.477216758557206
1397,0.33125,4.477216758557206
1398,0.33125,4.477216758557206
1399,0.331875,4.477216758557206
1400,0.331875,4.477216758557206
1401,0.3325,4.477216758557206
1402,0.3325,4.485837381129613
1403,0.3325,4.485837381129613
1404,0.333125,4.485837381129613
1405,0.333125,4.485837381129613
1406,0.333125,4.485837381129613
1407,0.333125,4.485837381129613
1408,0.333125,4.485837381129613
1409,0.33375,4.485837381129613
1410,0.33375,4.485837381129613
1411,0.334375,4.485837381129613
1412,0.334375,4.485837381129613
1413,0.334375,4.485837381129613
1414,0.335,4.485837381129613
1415,0.335,4.485837381129613
1416,0.335625,4.485837381129613
1417,0.335625,4.485837381129613
1418,0.335625,4.485837381129613
1419,0.33625,4.485837381129613
1420,0.33625,4.485837381129613
1421,0.336875,4.485837381129613
1422,0.336875,4.485837381129613
1423,0.336875,4.489266484140233
1424,0.336875,4.489266484140233
1425,0.3375,4.489266484140233
1426,0.338125,4.489266484140233
1427,0.338125,4.489266484140233
1428,0.338125,4.489266484140233
1429,0.338125,4.489266484140233
1430,0.338125,4.489266484140233
1431,0.338125,4.489266484140233
1432,0.338125,4.489266484140233
1433,0.33875,4.489266484140233
1434,0.33875,4.489266484140233
1435,0.33875,4.489266484140233
1436,0.33875,4.489266484140233
1437,0.33875,4.489266484140233
1438,0.33875,4.489266484140233
1439,0.33875,4.489266484140233
1440,0.339375,4.489266484140233
1441,0.339375,4.489266484140233
1442,0.339375,4.489266484140233
1443,0.339375,4.489266484140233
1444,0.339375,4.489266484140233
1445,0.339375,4.489266484140233
1446,0.339375,4.489266484140233
1447,0.34,4.489266484140233
1448,0.34,4.489266484140233
1449,0.340625,4.489266484140233
1450,0.340625,4.489266484140233
1451,0.340625,4.489266484140233
1452,0.340625,4.5241446387036355
1453,0.340625,4.5241446387036355
1454,0.34125,4.5241446387036355
1455,0.34125,4.5241446387036355
1456,0.341875,4.5241446387036355
1457,0.3425,4.5241446387036355
1458,0.3425,4.5241446387036355
1459,0.3425,4.5241446387036355
1460,0.3425,4.5241446387036355
1461,0.3425,4.5241446387036355
1462,0.3425,4.478618186975873
1463,0.3425,4.478618186975873
1464,0.3425,4.478618186975873
1465,0.3425,4.478618186975873
1466,0.3425,4.478618186975873
1467,0.3425,4.478618186975873
1468,0.3425,4.478618186975873
1469,0.343125,4.478618186975873
1470,0.343125,4.478618186975873
1471,0.343125,4.478618186975873
1472,0.343125,4.478618186975873
1473,0.343125,4.478618186975873
1474,0.34375,4.478618186975873
1475,0.344375,4.472860499633522
1476,0.345,4.472860499633522
1477,0.345,4.472860499633522
1478,0.345,4.472860499633522
1479,0.345,4.472860499633522
1480,0.345625,4.472860499633522
1481,0.345625,4.465433906408694
1482,0.345625,4.465433906408694
1483,0.345625,4.465433906408694
1484,0.34625,4.465433906408694
1485,0.346875,4.465433906408694
1486,0.346875,4.465433906408694
1487,0.346875,4.465433906408694
1488,0.346875,4.465433906408694
1489,0.346875,4.465433906408694
1490,0.3475,4.465433906408694
1491,0.3475,4.465433906408694
1492,0.3475,4.465433906408694
1493,0.3475,4.465433906408694
1494,0.3475,4.459420297579406
1495,0.348125,4.459420297579406
1496,0.348125,4.459420297579406
1497,0.348125,4.459420297579406
1498,0.348125,4.459420297579406
1499,0.348125,4.459420297579406
1500,0.348125,4.459420297579406
1501,0.348125,4.459420297579406
1502,0.348125,4.457405154485358
1503,0.348125,4.457405154485358
1504,0.348125,4.452002312461976
1505,0.34875,4.452002312461976
1506,0.34875,4.452002312461976
1507,0.34875,4.452002312461976
1508,0.34875,4.452002312461976
1509,0.349375,4.452002312461976
1510,0.349375,4.452002312461976
1511,0.349375,4.452002312461976
1512,0.35,4.452002312461976
1513,0.35,4.452002312461976
1514,0.35,4.452002312461976
1515,0.350625,4.452002312461976
1516,0.350625,4.4485802143287065
1517,0.350625,4.4485802143287065
1518,0.350625,4.4485802143287065
1519,0.350625,4.447690505832134
1520,0.35125,4.447690505832134
1521,0.35125,4.447690505832134
1522,0.35125,4.447690505832134
1523,0.35125,4.447690505832134
1524,0.35125,4.447690505832134
1525,0.351875,4.447690505832134
1526,0.351875,4.447690505832134
1527,0.351875,4.447690505832134
1528,0.351875,4.446241638294083
1529,0.351875,4.446241638294083
1530,0.3525,4.446241638294083
1531,0.3525,4.446241638294083
1532,0.3525,4.446241638294083
1533,0.3525,4.446241638294083
1534,0.3525,4.446241638294083
1535,0.353125,4.446241638294083
1536,0.353125,4.446241638294083
1537,0.353125,4.446241638294083
1538,0.353125,4.446241638294083
1539,0.35375,4.436532735852041
1540,0.354375,4.436532735852041
1541,0.354375,4.436532735852041
1542,0.354375,4.436532735852041
1543,0.354375,4.436532735852041
1544,0.354375,4.436532735852041
1545,0.355,4.436532735852041
1546,0.355,4.436532735852041
1547,0.355,4.436532735852041
1548,0.355,4.436532735852041
1549,0.355,4.436532735852041
1550,0.355,4.436532735852041
1551,0.355625,4.436532735852041
1552,0.35625,4.436511155762772
1553,0.35625,4.436511155762772
1554,0.35625,4.436511155762772
1555,0.356875,4.436511155762772
1556,0.356875,4.436511155762772
1557,0.3575,4.436511155762772
1558,0.3575,4.436511155762772
1559,0.3575,4.436511155762772
1560,0.358125,4.436511155762772
1561,0.358125,4.436511155762772
1562,0.359375,4.440229781156532
1563,0.359375,4.440229781156532
1564,0.359375,4.440229781156532
1565,0.36,4.440229781156532
1566,0.36,4.440229781156532
1567,0.360625,4.440229781156532
1568,0.360625,4.440229781156532
1569,0.360625,4.440229781156532
1570,0.36125,4.440229781156532
1571,0.36125,4.440229781156532
1572,0.36125,4.440229781156532
1573,0.36125,4.440229781156532
1574,0.36125,4.440229781156532
1575,0.36125,4.440229781156532
1576,0.36125,4.443275169732168
1577,0.36125,4.443275169732168
1578,0.36125,4.443275169732168
1579,0.36125,4.443275169732168
1580,0.361875,4.443275169732168
1581,0.361875,4.443275169732168
1582,0.361875,4.443275169732168
1583,0.361875,4.443275169732168
1584,0.361875,4.443275169732168
1585,0.361875,4.441390365595317
1586,0.3625,4.441390365595317
1587,0.3625,4.441390365595317
1588,0.3625,4.441390365595317
1589,0.3625,4.441390365595317
1590,0.3625,4.441390365595317
1591,0.36375,4.441390365595317
1592,0.36375,4.441390365595317
1593,0.36375,4.441390365595317
1594,0.364375,4.441390365595317
1595,0.364375,4.441390365595317
1596,0.364375,4.441390365595317
1597,0.364375,4.437609023598498
1598,0.365,4.437609023598498
1599,0.365,4.437609023598498
1600,0.365,4.437609023598498
1601,0.365,4.437609023598498
1602,0.365,4.437609023598498
1603,0.365,4.437609023598498
1604,0.365,4.437609023598498
1605,0.365,4.437609023598498
1606,0.365625,4.437609023598498
1607,0.365625,4.437609023598498
1608,0.365625,4.437609023598498
1609,0.365625,4.437609023598498
1610,0.36625,4.437609023598498
1611,0.36625,4.437609023598498
1612,0.36625,4.437609023598498
1613,0.36625,4.437609023598498
1614,0.366875,4.437609023598498
1615,0.3675,4.437609023598498
1616,0.3675,4.437609023598498
1617,0.3675,4.437609023598498
1618,0.3675,4.435336356057388
1619,0.3675,4.431301931503255
1620,0.3675,4.431301931503255
1621,0.3675,4.431301931503255
1622,0.36875,4.431301931503255
1623,0.36875,4.431301931503255
1624,0.36875,4.431301931503255
1625,0.36875,4.431301931503255
1626,0.369375,4.431301931503255
1627,0.37,4.431301931503255
1628,0.37,4.431301931503255
1629,0.37,4.431301931503255
1630,0.37,4.431301931503255
1631,0.370625,4.431301931503255
1632,0.37125,4.431238586594675
1633,0.37125,4.431238586594675
1634,0.37125,4.4304707232646185
1635,0.37125,4.4304707232646185
1636,0.371875,4.4304707232646185
1637,0.3725,4.4304707232646185
1638,0.3725,4.4304707232646185
1639,0.3725,4.4304707232646185
1640,0.3725,4.4304707232646185
1641,0.373125,4.4304707232646185
1642,0.37375,4.4304707232646185
1643,0.37375,4.4304707232646185
1644,0.37375,4.4304707232646185
1645,0.37375,4.4304707232646185
1646,0.37375,4.4304707232646185
1647,0.37375,4.4304707232646185
1648,0.374375,4.4304707232646185
1649,0.374375,4.4304707232646185
1650,0.374375,4.4304707232646185
1651,0.374375,4.4304707232646185
1652,0.375,4.4304707232646185
1653,0.375625,4.4304707232646185
1654,0.375625,4.4304707232646185
1655,0.375625,4.4304707232646185
1656,0.375625,4.430178166278133
1657,0.37625,4.430178166278133
1658,0.376875,4.430178166278133
1659,0.376875,4.430178166278133
1660,0.376875,4.430178166278133
1661,0.376875,4.430178166278133
1662,0.376875,4.430178166278133
1663,0.3775,4.430178166278133
1664,0.3775,4.430178166278133
1665,0.3775,4.430178166278133
1666,0.3775,4.430178166278133
1667,0.378125,4.430178166278133
1668,0.37875,4.430178166278133
1669,0.37875,4.430178166278133
1670,0.37875,4.432632303726174
1671,0.37875,4.432632303726174
1672,0.37875,4.432632303726174
1673,0.379375,4.432632303726174
1674,0.379375,4.432632303726174
1675,0.379375,4.432632303726174
1676,0.379375,4.432632303726174
1677,0.379375,4.432632303726174
1678,0.379375,4.432632303726174
1679,0.379375,4.432632303726174
1680,0.379375,4.432632303726174
1681,0.379375,4.432632303726174
1682,0.379375,4.432632303726174
1683,0.379375,4.432632303726174
1684,0.379375,4.432632303726174
1685,0.379375,4.432632303726174
1686,0.379375,4.43223476420192
1687,0.379375,4.43223476420192
1688,0.379375,4.431790976435771
1689,0.379375,4.431790976435771
1690,0.379375,4.431790976435771
1691,0.379375,4.431790976435771
1692,0.379375,4.431790976435771
1693,0.379375,4.431790976435771
1694,0.379375,4.431790976435771
1695,0.38,4.431790976435771
1696,0.38,4.431790976435771
1697,0.38,4.431790976435771
1698,0.38,4.431790976435771
1699,0.38,4.431790976435771
1700,0.38,4.432085076734005
1701,0.38,4.432085076734005
1702,0.38,4.432085076734005
1703,0.38,4.432085076734005
1704,0.38,4.432085076734005
1705,0.38,4.432085076734005
1706,0.38,4.431583442065052
1707,0.38,4.431583442065052
1708,0.38,4.431583442065052
1709,0.38,4.431583442065052
1710,0.38,4.430763674270792
1711,0.38,4.430763674270792
1712,0.38,4.430763674270792
1713,0.38,4.430763674270792
1714,0.38,4.430763674270792
1715,0.38,4.430763674270792
1716,0.38,4.430763674270792
1717,0.38,4.43131654190638
1718,0.38,4.43131654190638
1719,0.38,4.43131654190638
1720,0.38,4.43131654190638
1721,0.38,4.43131654190638
1722,0.38,4.431322275241804
1723,0.38,4.431322275241804
1724,0.38,4.421049989000097
1725,0.38,4.421049989000097
1726,0.38,4.421049989000097
1727,0.38,4.421049989000097
1728,0.38,4.421049989000097
1729,0.38,4.421049989000097
1730,0.38,4.421049989000097
1731,0.38,4.421049989000097
1732,0.38,4.421049989000097
1733,0.38,4.421049989000097
1734,0.38,4.421049989000097
1735,0.38,4.421049989000097
1736,0.38,4.421049989000097
1737,0.38,4.4217912767762915
1738,0.38,4.4217912767762915
1739,0.38,4.4217912767762915
1740,0.38,4.423259649532507
1741,0.38,4.423259649532507
1742,0.38,4.423259649532507
1743,0.380625,4.423259649532507
1744,0.380625,4.423259649532507
1745,0.380625,4.423259649532507
1746,0.38125,4.423259649532507
1747,0.38125,4.423259649532507
1748,0.381875,4.423259649532507
1749,0.381875,4.423259649532507
1750,0.381875,4.423259649532507
1751,0.3825,4.423259649532507
1752,0.3825,4.423259649532507
1753,0.3825,4.423259649532507
1754,0.3825,4.423259649532507
1755,0.3825,4.423259649532507
1756,0.383125,4.423259649532507
1757,0.383125,4.423259649532507
1758,0.383125,4.423259649532507
1759,0.383125,4.423259649532507
1760,0.383125,4.423259649532507
1761,0.38375,4.423259649532507
1762,0.38375,4.423259649532507
1763,0.38375,4.423259649532507
1764,0.38375,4.423259649532507
1765,0.38375,4.423259649532507
1766,0.384375,4.423259649532507
1767,0.384375,4.423259649532507
1768,0.384375,4.423259649532507
1769,0.384375,4.423259649532507
1770,0.385,4.423259649532507
1771,0.38625,4.423259649532507
1772,0.38625,4.423259649532507
1773,0.38625,4.423259649532507
1774,0.38625,4.423259649532507
1775,0.38625,4.423259649532507
1776,0.38625,4.423259649532507
1777,0.386875,4.423259649532507
1778,0.386875,4.423259649532507
1779,0.386875,4.423259649532507
1780,0.3875,4.423259649532507
1781,0.3875,4.423259649532507
1782,0.3875,4.423259649532507
1783,0.3875,4.423259649532507
1784,0.388125,4.423259649532507
1785,0.38875,4.423259649532507
1786,0.389375,4.423259649532507
1787,0.389375,4.423259649532507
1788,0.389375,4.423259649532507
1789,0.389375,4.423259649532507
1790,0.389375,4.423259649532507
1791,0.389375,4.423259649532507
1792,0.39,4.423259649532507
1793,0.39,4.423259649532507
1794,0.390625,4.423259649532507
1795,0.390625,4.423259649532507
1796,0.390625,4.423259649532507
1797,0.390625,4.423259649532507
1798,0.390625,4.423259649532507
1799,0.390625,4.423259649532507
1800,0.39125,4.423259649532507
1801,0.39125,4.423259649532507
1802,0.39125,4.423259649532507
1803,0.39125,4.423022336784245
1804,0.39125,4.423022336784245
1805,0.39125,4.423022336784245
1806,0.39125,4.423022336784245
1807,0.39125,4.423022336784245
1808,0.39125,4.423022336784245
1809,0.39125,4.423022336784245
1810,0.39125,4.423022336784245
1811,0.39125,4.423022336784245
1812,0.39125,4.423022336784245
1813,0.39125,4.423022336784245
1814,0.39125,4.423022336784245
1815,0.39125,4.423022336784245
1816,0.39125,4.42260697451485
1817,0.39125,4.42260697451485
1818,0.39125,4.40873582055547
